"CDR_ID","CALLING_MSISDN","CALLED_MSISDN","CALL_START_TIME","CALL_END_TIME","CALL_DURATION_SECONDS","CALL_TYPE","CELL_ID","IMSI","IMEI","CALL_CHARGE"
4154,"+251793082447","+251791166337",14-APR-25 12.39.41.105545000 AM,14-APR-25 12.52.37.105545000 AM,776,"National","CELL0154","IMSI000000845402799","IMEI000000707545721",7.76
4155,"+251793082447","+251703118919",09-APR-25 07.16.07.792114000 AM,09-APR-25 07.59.40.792114000 AM,2613,"Local","CELL0155","IMSI000000220833515","IMEI000000920312266",13.07
4156,"+251704030872","+251781666038",19-MAY-23 11.31.07.312669000 AM,19-MAY-23 11.36.36.312669000 AM,329,"National","CELL0156","IMSI000000960871408","IMEI000000049039651",3.29
4157,"+251704030872","+25171517979.",10-MAY-23 08.53.45.784345000 PM,10-MAY-23 09.38.08.784345000 PM,2663,"International","CELL0157","IMSI000000895987322","IMEI000000132484160",133.15
4158,"+251704030872","+251757236565",16-MAY-23 07.55.17.432955000 PM,16-MAY-23 08.44.46.432955000 PM,2969,"Local","CELL0158","IMSI000000875434793","IMEI000000181854354",14.85
4159,"+251704030872","+251762935848",30-MAY-23 08.02.59.787782000 PM,30-MAY-23 08.47.11.787782000 PM,2652,"International","CELL0159","IMSI000000615777647","IMEI000000430522536",132.6
4160,"+251704030872","+251758979790",21-MAR-23 08.55.37.739054000 AM,21-MAR-23 09.27.38.739054000 AM,1921,"Local","CELL0160","IMSI000000658368627","IMEI000000247266734",9.61
4161,"+251704030872","+251775110155",12-MAR-23 10.27.32.713490000 PM,12-MAR-23 11.17.25.713490000 PM,2993,"Local","CELL0161","IMSI000000098209154","IMEI000000978997286",14.97
4162,"+251704030872","+251758877847",06-APR-23 07.34.23.616529000 AM,06-APR-23 08.16.12.616529000 AM,2509,"National","CELL0162","IMSI000000815067359","IMEI000000427907916",25.09
4163,"+251704030872","+251775158443",24-MAY-23 02.57.57.683473000 AM,24-MAY-23 03.34.43.683473000 AM,2206,"National","CELL0163","IMSI000000279258207","IMEI000000746093318",22.06
4164,"+251704030872","+251741110393",03-MAY-23 11.01.23.040517000 PM,03-MAY-23 11.46.21.040517000 PM,2698,"Local","CELL0164","IMSI000000280427984","IMEI000000581302892",13.49
4165,"+251704030872","+251772275658",24-MAY-23 01.50.52.717281000 AM,24-MAY-23 02.29.58.717281000 AM,2346,"International","CELL0165","IMSI000000455659815","IMEI000000312004383",117.3
4166,"+25171235990.","+251739145965",25-JUN-23 03.51.22.533321000 PM,25-JUN-23 04.14.39.533321000 PM,1397,"Roaming","CELL0166","IMSI000000167939791","IMEI000000217550917",41.91
4167,"+25171235990.","+251777841555",09-JUN-23 06.57.20.757874000 PM,09-JUN-23 07.28.12.757874000 PM,1852,"National","CELL0167","IMSI000000164447823","IMEI000000127010828",18.52
4168,"+25171235990.","+251756295395",18-AUG-23 01.56.32.632079000 AM,18-AUG-23 02.50.59.632079000 AM,3267,"Local","CELL0168","IMSI000000137232581","IMEI000000390677971",16.34
4169,"+25171235990.","+251729494016",13-AUG-23 01.55.14.991289000 AM,13-AUG-23 02.33.25.991289000 AM,2291,"National","CELL0169","IMSI000000775400904","IMEI000000965767932",22.91
4170,"+25171235990.","+251715023746",20-JUN-23 10.56.56.052102000 PM,20-JUN-23 11.43.25.052102000 PM,2789,"Local","CELL0170","IMSI000000623043011","IMEI000000750883260",13.95
4171,"+251724001908","+251734031501",06-JUN-25 02.34.55.535363000 AM,06-JUN-25 03.15.00.535363000 AM,2405,"National","CELL0171","IMSI000000231872179","IMEI000000519672088",24.05
4172,"+251724001908","+251758127966",13-JUL-25 03.35.23.096018000 AM,13-JUL-25 04.25.02.096018000 AM,2979,"Roaming","CELL0172","IMSI000000917478397","IMEI000000074520106",89.37
4173,"+251724001908","+251742962019",10-JUN-25 10.12.47.503336000 AM,10-JUN-25 10.43.07.503336000 AM,1820,"Local","CELL0173","IMSI000000683008942","IMEI000000821400847",9.1
4174,"+251724001908","+251731402580",20-MAR-25 11.34.16.193061000 PM,21-MAR-25 12.05.51.193061000 AM,1895,"National","CELL0174","IMSI000000429597179","IMEI000000569483166",18.95
4175,"+251724001908","+251782144804",13-JUN-25 07.14.55.096861000 AM,13-JUN-25 07.38.38.096861000 AM,1423,"Roaming","CELL0175","IMSI000000957144363","IMEI000000632236716",42.69
4176,"+251724001908","+251755389736",23-APR-25 02.34.34.425456000 PM,23-APR-25 03.02.00.425456000 PM,1646,"Local","CELL0176","IMSI000000478346677","IMEI000000934302052",8.23
4177,"+251737461391","+251732608573",20-AUG-24 05.21.30.937576000 PM,20-AUG-24 05.55.09.937576000 PM,2019,"National","CELL0177","IMSI000000219579753","IMEI000000565177599",20.19
4178,"+251737461391","+25171708767.",27-JUL-24 06.46.34.134962000 PM,27-JUL-24 07.04.20.134962000 PM,1066,"National","CELL0178","IMSI000000582421172","IMEI000000172163319",10.66
4179,"+251737461391","+251759351695",16-OCT-24 07.01.19.600429000 AM,16-OCT-24 07.39.16.600429000 AM,2277,"National","CELL0179","IMSI000000830604144","IMEI000000380168239",22.77
4180,"+251737461391","+251742551162",30-AUG-24 03.24.32.240371000 AM,30-AUG-24 03.59.13.240371000 AM,2081,"Roaming","CELL0180","IMSI000000457482826","IMEI000000951133131",62.43
4181,"+251737461391","+251727718700",30-OCT-24 05.16.54.412809000 PM,30-OCT-24 05.21.30.412809000 PM,276,"Local","CELL0181","IMSI000000085015769","IMEI000000655209974",1.38
4182,"+251737461391","+251754964322",26-SEP-24 06.08.54.488324000 AM,26-SEP-24 06.46.40.488324000 AM,2266,"Roaming","CELL0182","IMSI000000784437798","IMEI000000546927129",67.98
4183,"+251737461391","+251724303393",09-OCT-24 11.42.43.192518000 AM,09-OCT-24 12.24.02.192518000 PM,2479,"Local","CELL0183","IMSI000000952818976","IMEI000000233566096",12.4
4184,"+251737461391","+251741352927",08-NOV-24 01.33.39.596962000 PM,08-NOV-24 02.31.26.596962000 PM,3467,"Roaming","CELL0184","IMSI000000128843553","IMEI000000612423964",104.01
4185,"+251737461391","+251729214769",06-AUG-24 07.38.00.402877000 PM,06-AUG-24 08.02.38.402877000 PM,1478,"Local","CELL0185","IMSI000000903157411","IMEI000000904118568",7.39
4186,"+251737461391","+251797572902",06-NOV-24 06.01.44.189901000 PM,06-NOV-24 06.05.34.189901000 PM,230,"International","CELL0186","IMSI000000136440063","IMEI000000782191021",11.5
4187,"+251744415635","+251729467600",17-OCT-25 09.20.21.500614000 AM,17-OCT-25 10.06.04.500614000 AM,2743,"Local","CELL0187","IMSI000000466220602","IMEI000000108829944",13.72
4188,"+251744415635","+251769011794",07-SEP-25 07.06.25.759802000 AM,07-SEP-25 07.48.44.759802000 AM,2539,"Local","CELL0188","IMSI000000446449553","IMEI000000048332286",12.7
4189,"+251744415635","+251747940688",21-JUL-25 03.41.51.483700000 AM,21-JUL-25 04.31.33.483700000 AM,2982,"Local","CELL0189","IMSI000000148173948","IMEI000000321423631",14.91
4190,"+251744415635","+251722754922",04-SEP-25 08.13.36.795001000 AM,04-SEP-25 09.07.04.795001000 AM,3208,"Local","CELL0190","IMSI000000795384502","IMEI000000051960162",16.04
4191,"+251744415635","+251777660184",22-AUG-25 02.07.42.423920000 AM,22-AUG-25 02.34.09.423920000 AM,1587,"National","CELL0191","IMSI000000968515191","IMEI000000239313727",15.87
4192,"+251744415635","+251798885847",01-AUG-25 07.51.21.338069000 AM,01-AUG-25 08.22.09.338069000 AM,1848,"International","CELL0192","IMSI000000689304707","IMEI000000728776458",92.4
4193,"+251744415635","+25174820211.",31-JUL-25 06.49.39.135769000 AM,31-JUL-25 07.24.59.135769000 AM,2120,"International","CELL0193","IMSI000000775069907","IMEI000000025631717",106
4194,"+251744415635","+251757027505",21-JUL-25 11.13.27.026058000 PM,21-JUL-25 11.36.17.026058000 PM,1370,"Local","CELL0194","IMSI000000654882484","IMEI000000463582917",6.85
4195,"+251744415635","+251745204891",25-AUG-25 02.19.09.409899000 PM,25-AUG-25 02.35.25.409899000 PM,976,"Local","CELL0195","IMSI000000975869435","IMEI000000918435705",4.88
4196,"+251744415635","+251734061823",27-AUG-25 10.35.44.923335000 AM,27-AUG-25 10.53.29.923335000 AM,1065,"International","CELL0196","IMSI000000944737626","IMEI000000388719557",53.25
4197,"+251744415635","+251761086479",12-JUL-25 03.16.05.518950000 AM,12-JUL-25 03.25.39.518950000 AM,574,"Local","CELL0197","IMSI000000804480637","IMEI000000125310293",2.87
4198,"+251744415635","+251709126339",10-JUL-25 10.11.46.490106000 AM,10-JUL-25 10.58.00.490106000 AM,2774,"Local","CELL0198","IMSI000000017714331","IMEI000000305709281",13.87
4199,"+251744415635","+251786981457",20-AUG-25 08.05.56.488707000 PM,20-AUG-25 08.09.47.488707000 PM,231,"National","CELL0199","IMSI000000456065694","IMEI000000838994600",2.31
4200,"+251744415635","+251785863740",03-AUG-25 02.23.54.024235000 AM,03-AUG-25 03.22.34.024235000 AM,3520,"National","CELL0200","IMSI000000253257007","IMEI000000745737906",35.2
4201,"+251759413663","+251767900495",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.35.29.000000000 AM,2129,"National","CELL0201","IMSI000000399115072","IMEI000000982601175",21.29
4202,"+251759413663","+251749674201",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.51.58.000000000 AM,3118,"Local","CELL0202","IMSI000000072295320","IMEI000000843379695",15.59
4203,"+251759413663","+251711261502",19-JAN-26 06.39.13.846139000 AM,19-JAN-26 07.12.31.846139000 AM,1998,"Roaming","CELL0203","IMSI000000271899508","IMEI000000846881306",59.94
4204,"+251759413663","+251700565008",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.06.47.000000000 AM,407,"International","CELL0204","IMSI000000974769080","IMEI000000797476266",20.35
4205,"+251759413663","+251763329653",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.09.26.000000000 AM,566,"National","CELL0205","IMSI000000622690882","IMEI000000073211674",5.66
4206,"+251759413663","+251747999838",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.01.46.000000000 AM,106,"National","CELL0206","IMSI000000676669321","IMEI000000970611924",1.06
4207,"+251759413663","+251709934983",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.31.41.000000000 AM,1901,"National","CELL0207","IMSI000000101908417","IMEI000000940195569",19.01
4208,"+251759413663","+251767226433",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.06.11.000000000 AM,371,"Local","CELL0208","IMSI000000204086388","IMEI000000079614261",1.86
4209,"+251759413663","+251744064048",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.32.02.000000000 AM,1922,"Local","CELL0209","IMSI000000189944751","IMEI000000913424749",9.61
4210,"+251759413663","+251755127241",07-JAN-26 09.27.09.149039000 AM,07-JAN-26 09.33.13.149039000 AM,364,"Roaming","CELL0210","IMSI000000104067404","IMEI000000304817707",10.92
4211,"+251759413663","+251776022151",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.17.12.000000000 AM,1032,"Roaming","CELL0211","IMSI000000823876959","IMEI000000465225201",30.96
4212,"+251759413663","+251705378840",29-JAN-26 04.14.09.384678000 PM,29-JAN-26 04.44.15.384678000 PM,1806,"Local","CELL0212","IMSI000000547855015","IMEI000000948272191",9.03
4213,"+251759413663","+251742290356",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.19.54.000000000 AM,1194,"National","CELL0213","IMSI000000964282620","IMEI000000704070771",11.94
4214,"+25176738684.","+251793161232",18-JAN-24 08.36.51.834502000 PM,18-JAN-24 09.00.11.834502000 PM,1400,"National","CELL0214","IMSI000000357033937","IMEI000000545946602",14
4215,"+25176738684.","+251748582391",09-MAY-24 11.04.29.146326000 AM,09-MAY-24 11.29.25.146326000 AM,1496,"Local","CELL0215","IMSI000000204547455","IMEI000000739511553",7.48
4216,"+25176738684.","+2517954606.6",25-APR-24 04.14.14.855473000 PM,25-APR-24 04.32.16.855473000 PM,1082,"Roaming","CELL0216","IMSI000000989723914","IMEI000000627897991",32.46
4217,"+25176738684.","+251794397332",14-FEB-24 11.38.32.705854000 PM,15-FEB-24 12.33.47.705854000 AM,3315,"National","CELL0217","IMSI000000014184783","IMEI000000048259167",33.15
4218,"+25176738684.","+251731918470",04-FEB-24 04.40.58.060491000 PM,04-FEB-24 05.31.56.060491000 PM,3058,"Local","CELL0218","IMSI000000831749486","IMEI000000764273349",15.29
4219,"+25176738684.","+251758202826",10-MAR-24 09.11.30.275346000 AM,10-MAR-24 09.53.33.275346000 AM,2523,"Local","CELL0219","IMSI000000106321936","IMEI000000882990749",12.62
4220,"+25177612122.","+251706207064",11-SEP-24 06.46.23.850863000 AM,11-SEP-24 07.13.20.850863000 AM,1617,"Local","CELL0220","IMSI000000176266020","IMEI000000131703763",8.09
4221,"+25177612122.","+251798416412",30-OCT-24 04.39.11.365121000 PM,30-OCT-24 05.28.55.365121000 PM,2984,"Local","CELL0221","IMSI000000531497162","IMEI000000103692057",14.92
4222,"+25177612122.","+251751029353",14-OCT-24 02.08.14.621825000 AM,14-OCT-24 02.09.40.621825000 AM,86,"National","CELL0222","IMSI000000450646418","IMEI000000791344277",0.86
4223,"+25177612122.","+251739052964",20-AUG-24 07.09.44.903226000 PM,20-AUG-24 07.42.32.903226000 PM,1968,"Local","CELL0223","IMSI000000118334577","IMEI000000734657338",9.84
4224,"+25177612122.","+251728833634",03-DEC-24 01.08.29.519740000 AM,03-DEC-24 01.33.49.519740000 AM,1520,"Roaming","CELL0224","IMSI000000711409512","IMEI000000424008891",45.6
4225,"+25177612122.","+251797446846",27-OCT-24 06.49.00.479338000 PM,27-OCT-24 07.40.49.479338000 PM,3109,"Local","CELL0225","IMSI000000847215826","IMEI000000187283889",15.55
4226,"+25177612122.","+251734551805",27-OCT-24 01.02.31.305726000 AM,27-OCT-24 01.15.15.305726000 AM,764,"Local","CELL0226","IMSI000000246285966","IMEI000000460993424",3.82
4227,"+25177612122.","+251796521277",23-SEP-24 08.45.53.675853000 PM,23-SEP-24 09.00.02.675853000 PM,849,"National","CELL0227","IMSI000000917688438","IMEI000000599079755",8.49
4228,"+25177612122.","+251774497860",14-SEP-24 05.17.45.533466000 PM,14-SEP-24 05.48.03.533466000 PM,1818,"National","CELL0228","IMSI000000049235785","IMEI000000767412425",18.18
4229,"+25177612122.","+251745556516",14-OCT-24 05.37.45.913591000 AM,14-OCT-24 05.58.18.913591000 AM,1233,"National","CELL0229","IMSI000000441435828","IMEI000000225766164",12.33
4230,"+25177612122.","+251767162827",11-SEP-24 07.47.41.986908000 AM,11-SEP-24 07.48.16.986908000 AM,35,"Local","CELL0230","IMSI000000332252819","IMEI000000452998145",0.18
4231,"+25177612122.","+251761633704",06-AUG-24 09.40.05.431468000 PM,06-AUG-24 10.10.48.431468000 PM,1843,"Local","CELL0231","IMSI000000693361163","IMEI000000104517222",9.22
4232,"+251782046537","+251724433680",19-SEP-25 12.39.20.612977000 PM,19-SEP-25 01.37.30.612977000 PM,3490,"National","CELL0232","IMSI000000717719325","IMEI000000668996282",34.9
4233,"+251782046537","+251792203219",24-OCT-25 12.38.50.538370000 AM,24-OCT-25 12.41.25.538370000 AM,155,"Roaming","CELL0233","IMSI000000308335755","IMEI000000108055398",4.65
4234,"+251782046537","+251781499479",26-SEP-25 02.42.21.985153000 PM,26-SEP-25 03.02.14.985153000 PM,1193,"Local","CELL0234","IMSI000000199519524","IMEI000000927626697",5.97
4235,"+251782046537","+251770260722",28-AUG-25 03.26.03.697099000 AM,28-AUG-25 04.19.07.697099000 AM,3184,"Local","CELL0235","IMSI000000329347197","IMEI000000187708746",15.92
4236,"+251782046537","+251728930923",06-AUG-25 06.49.38.591496000 PM,06-AUG-25 07.01.33.591496000 PM,715,"Roaming","CELL0236","IMSI000000160119342","IMEI000000728725416",21.45
4237,"+251782046537","+251728934548",23-AUG-25 01.32.20.556296000 AM,23-AUG-25 02.10.30.556296000 AM,2290,"International","CELL0237","IMSI000000723785219","IMEI000000788176216",114.5
4238,"+251782046537","+251723022166",13-JUL-25 11.40.51.893982000 PM,13-JUL-25 11.53.01.893982000 PM,730,"Roaming","CELL0238","IMSI000000169842544","IMEI000000897487862",21.9
4239,"+251782046537","+251716856357",12-OCT-25 08.06.51.208742000 PM,12-OCT-25 08.35.12.208742000 PM,1701,"Local","CELL0239","IMSI000000067303550","IMEI000000193360752",8.51
4240,"+251782046537","+251756260509",24-AUG-25 06.18.44.249264000 PM,24-AUG-25 06.42.28.249264000 PM,1424,"Local","CELL0240","IMSI000000328665943","IMEI000000214162854",7.12
4241,"+251782046537","+251760986015",05-AUG-25 04.48.18.026581000 AM,05-AUG-25 05.39.40.026581000 AM,3082,"Local","CELL0241","IMSI000000737967639","IMEI000000496972313",15.41
4242,"+251782046537","+251789650357",29-OCT-25 10.16.36.101386000 AM,29-OCT-25 11.04.53.101386000 AM,2897,"International","CELL0242","IMSI000000899595640","IMEI000000133458371",144.85
4243,"+25179929645.","+251774086037",05-MAY-24 08.45.28.343373000 AM,05-MAY-24 09.02.46.343373000 AM,1038,"International","CELL0243","IMSI000000075204689","IMEI000000069754866",51.9
4244,"+25179929645.","+251724398057",08-APR-24 08.14.53.815970000 PM,08-APR-24 08.35.19.815970000 PM,1226,"Local","CELL0244","IMSI000000541306456","IMEI000000928840010",6.13
4245,"+25179929645.","+251778560792",30-APR-24 02.42.57.678776000 PM,30-APR-24 03.10.43.678776000 PM,1666,"Local","CELL0245","IMSI000000862935213","IMEI000000117442710",8.33
4246,"+25179929645.","+25176888691.",30-MAY-24 10.35.26.841734000 AM,30-MAY-24 10.54.33.841734000 AM,1147,"Roaming","CELL0246","IMSI000000674585424","IMEI000000515711693",34.41
4247,"+25179929645.","+251798352439",02-JUN-24 06.59.27.188686000 AM,02-JUN-24 07.18.40.188686000 AM,1153,"Local","CELL0247","IMSI000000326021471","IMEI000000001677401",5.77
4248,"+25179929645.","+251729848446",23-JUN-24 09.57.45.387388000 PM,23-JUN-24 09.58.31.387388000 PM,46,"Roaming","CELL0248","IMSI000000592607525","IMEI000000692331228",1.38
4249,"+25179929645.","+251789501071",31-MAY-24 03.25.46.563249000 PM,31-MAY-24 03.35.40.563249000 PM,594,"Local","CELL0249","IMSI000000336926493","IMEI000000486667713",2.97
4250,"+25179929645.","+251782650723",17-APR-24 01.10.47.049845000 AM,17-APR-24 02.03.25.049845000 AM,3158,"Local","CELL0250","IMSI000000049240815","IMEI000000448161914",15.79
4251,"+25179929645.","+251759254123",11-MAY-24 08.18.15.792913000 AM,11-MAY-24 08.39.31.792913000 AM,1276,"Local","CELL0251","IMSI000000695622338","IMEI000000108818931",6.38
4252,"+25179929645.","+251714345069",01-MAY-24 03.26.46.930462000 AM,01-MAY-24 03.49.37.930462000 AM,1371,"Local","CELL0252","IMSI000000513085493","IMEI000000937026479",6.86
4253,"+25179929645.","+251779433418",12-APR-24 11.58.15.531091000 AM,12-APR-24 12.09.16.531091000 PM,661,"National","CELL0253","IMSI000000313095922","IMEI000000128208202",6.61
4254,"+25179929645.","+25171382349.",07-JUL-24 03.21.26.995248000 PM,07-JUL-24 03.22.50.995248000 PM,84,"Local","CELL0254","IMSI000000997492019","IMEI000000728099470",0.42
4255,"+25179929645.","+251736805453",03-APR-24 04.33.54.445692000 PM,03-APR-24 04.41.04.445692000 PM,430,"Local","CELL0255","IMSI000000136408436","IMEI000000404514928",2.15
4256,"+251738055807","+251745260867",18-JUN-24 04.04.37.776671000 PM,18-JUN-24 04.27.28.776671000 PM,1371,"National","CELL0256","IMSI000000571602961","IMEI000000286181757",13.71
4257,"+251738055807","+251747076654",20-APR-24 04.26.17.778624000 PM,20-APR-24 05.17.42.778624000 PM,3085,"Roaming","CELL0257","IMSI000000705033214","IMEI000000489803172",92.55
4258,"+251738055807","+251702827912",11-MAY-24 12.34.38.645395000 PM,11-MAY-24 01.20.11.645395000 PM,2733,"National","CELL0258","IMSI000000451010080","IMEI000000678714834",27.33
4259,"+251738055807","+251744064048",23-JUL-24 05.29.36.727544000 PM,23-JUL-24 05.58.09.727544000 PM,1713,"National","CELL0259","IMSI000000918785612","IMEI000000376298223",17.13
4260,"+251738055807","+251756705962",08-MAY-24 08.04.33.701500000 PM,08-MAY-24 08.53.47.701500000 PM,2954,"National","CELL0260","IMSI000000780589078","IMEI000000359620472",29.54
4261,"+251738055807","+251784195413",13-JUN-24 01.16.42.991189000 PM,13-JUN-24 01.19.20.991189000 PM,158,"Local","CELL0261","IMSI000000988350322","IMEI000000137948076",0.79
4262,"+251738055807","+251707667120",30-JUN-24 02.52.01.140904000 AM,30-JUN-24 03.48.29.140904000 AM,3388,"Local","CELL0262","IMSI000000050040889","IMEI000000592574096",16.94
4263,"+251738055807","+251762044008",27-MAY-24 10.25.36.530715000 AM,27-MAY-24 10.35.51.530715000 AM,615,"Roaming","CELL0263","IMSI000000484260014","IMEI000000063468028",18.45
