TRANSACTION_ID,MSISDN,TRANSACTION_TYPE,TRANSACTION_AMOUNT,TRANSACTION_DATE,PAYMENT_METHOD,BALANCE_BEFORE,BALANCE_AFTER
4117,2.51757E+11,Top-up,21.61,28-Dec-25,Cash,1804.32,1825.93
4118,2.51757E+11,Top-up,80.85,2-Dec-25,M-PESA,1825.93,1906.78
4119,2.51757E+11,Top-up,384.27,19-Aug-25,Cash,1906.78,2291.05
4120,2.51757E+11,Top-up,223.67,3-Dec-25,Cash,2291.05,2514.72
4121,2.51757E+11,Top-up,219.41,28-Nov-25,Bank Transfer,2514.72,2734.13
4122,2.51757E+11,Top-up,168.95,26-Sep-25,Cash,2734.13,2903.08
4123,2.51757E+11,Top-up,489.85,20-Jan-26,M-PESA,2903.08,3392.93
4124,2.51757E+11,Top-up,141.58,11-Oct-25,Cash,3392.93,3534.51
4125,2.51757E+11,Top-up,30.49,13-Oct-25,Cash,3534.51,3565
4126,2.51757E+11,Top-up,303.09,26-Oct-25,Bank Transfer,3565,3868.09
4127,2.51757E+11,Adjustment,77.5,29-Jan-26,M-PESA,3868.09,3945.59
4128,2.51757E+11,Top-up,58.83,30-Oct-25,Cash,3945.59,4004.42
4129,2.51757E+11,Adjustment,92.9,10-Jan-26,Cash,4004.42,4097.32
4130,2.51757E+11,Top-up,136.03,18-Nov-25,Cash,4097.32,4233.35
4131,2.51757E+11,Top-up,489.38,8-Aug-25,Cash,4233.35,4722.73
4132,2.51757E+11,Top-up,90.79,9-Aug-25,M-PESA,4722.73,4813.52
4133,2.51757E+11,Top-up,474.54,2-Aug-25,M-PESA,4813.52,5288.06
4134,2.51757E+11,Top-up,489.29,3-Oct-25,Cash,5288.06,5777.35
4135,2.51757E+11,Top-up,480.1,21-Oct-25,Bank Transfer,5777.35,6257.45
4136,25176210053,Monthly Bill,33.57,7-Aug-25,Cash,242.69,209.12
4137,25176210053,Top-up,340.08,15-Dec-25,Cash,209.12,549.2
4138,25176210053,Top-up,237.52,26-Feb-25,Cash,549.2,786.72
4139,25176210053,Top-up,85.62,28-Sep-25,Cash,786.72,872.34
4140,25176210053,Refund,55.41,9-Sep-25,Cash,872.34,927.75
4141,25176210053,Top-up,453.01,29-Oct-25,Cash,927.75,1380.76
4142,25176210053,Refund,97.43,2-Dec-25,Cash,1380.76,1478.19
4143,25176210053,Payment,42.44,12-Nov-25,Cash,1478.19,1435.75
4144,25176210053,Top-up,116.87,6-May-25,M-PESA,1435.75,1552.62
4145,25176210053,Top-up,322.51,29-Dec-25,M-PESA,1552.62,1875.13
4146,25176210053,Top-up,406.36,11-Oct-25,M-PESA,1875.13,2281.49
4147,25176210053,Top-up,400.76,14-Sep-25,Cash,2281.49,2682.25
4148,25176210053,Top-up,126.4,6-Dec-25,M-PESA,2682.25,2808.65
4149,25176210053,Top-up,110.04,2-Mar-25,Cash,2808.65,2918.69
4150,25176210053,Top-up,237.57,1-Dec-25,Cash,2918.69,3156.26
4151,25176210053,Monthly Bill,95.21,26-Jan-26,Bank Transfer,3156.26,3061.05
4152,25176210053,Payment,13.17,17-Sep-25,Bank Transfer,3061.05,3047.88
4153,25176210053,Top-up,372.44,13-May-25,Cash,3047.88,3420.32
4154,25176210053,Top-up,352.18,27-Nov-25,M-PESA,3420.32,3772.5
4155,25176210053,Top-up,46.86,10-Jun-25,Cash,3772.5,3819.36
4156,25176210053,Monthly Bill,62.86,13-Apr-25,Cash,3819.36,3756.5
4157,25176210053,Monthly Bill,95.88,6-Mar-25,M-PESA,3756.5,3660.62
4158,25176210053,Top-up,276.06,9-Jun-25,M-PESA,3660.62,3936.68
4159,25176210053,Top-up,170.78,30-Jun-25,M-PESA,3936.68,4107.46
4160,25176210053,Top-up,379.34,21-Jan-26,M-PESA,4107.46,4486.8
4161,25176210053,Top-up,488.71,29-Sep-25,Cash,4486.8,4975.51
4162,25176210053,Top-up,88.22,10-May-25,Bank Transfer,4975.51,5063.73
4163,25176210053,Top-up,127.84,23-Jun-25,Cash,5063.73,5191.57
4164,2.51774E+11,Monthly Bill,75.96,12-Apr-24,Cash,298.75,222.79
4165,2.51774E+11,Top-up,427.33,10-Feb-25,Bank Transfer,222.79,650.12
4166,2.51774E+11,Top-up,88.01,23-Jun-24,Cash,650.12,738.13
4167,2.51774E+11,Top-up,76.48,13-Jun-25,Cash,738.13,814.61
4168,2.51774E+11,Top-up,110.69,6-Aug-25,Cash,814.61,925.3
4169,2.51774E+11,Top-up,120.67,7-Oct-25,Bank Transfer,925.3,1045.97
4170,2.51774E+11,Top-up,102.78,1-Aug-24,Cash,1045.97,1148.75
4171,2.51774E+11,Monthly Bill,88.83,3-Nov-25,Cash,1148.75,1059.92
4172,2.51774E+11,Adjustment,26.51,2-Nov-24,Cash,1059.92,1086.43
4173,2.51774E+11,Top-up,424.93,13-Nov-25,M-PESA,1086.43,1511.36
4174,2.51774E+11,Top-up,32.94,2-Sep-24,Bank Transfer,1511.36,1544.3
4175,2.51774E+11,Top-up,300.99,3-Jan-25,Cash,1544.3,1845.29
4176,2.51774E+11,Top-up,353.73,26-Jan-26,M-PESA,1845.29,2199.02
4177,2.51774E+11,Top-up,353.33,14-May-24,Cash,2199.02,2552.35
4178,2.51774E+11,Top-up,66.54,3-Jan-26,Bank Transfer,2552.35,2618.89
4179,2.51774E+11,Payment,3.06,2-Mar-24,Cash,2618.89,2615.83
4180,2.51774E+11,Top-up,22.47,11-Dec-25,Cash,2615.83,2638.3
4181,2.51774E+11,Top-up,244.49,19-Apr-25,M-PESA,2638.3,2882.79
4182,2.51774E+11,Adjustment,72,10-Nov-25,Cash,2882.79,2954.79
4183,2.51774E+11,Top-up,398.22,2-Sep-24,Cash,2954.79,3353.01
4184,2.51774E+11,Top-up,58.79,7-Jul-24,Bank Transfer,3353.01,3411.8
4185,2.51774E+11,Payment,38.05,20-Sep-24,Bank Transfer,3411.8,3373.75
4186,2.51782E+11,Top-up,414.68,2-Jun-24,Cash,461.65,876.33
4187,2.51782E+11,Top-up,256.03,2-Jun-25,Cash,876.33,1132.36
4188,2.51782E+11,Top-up,126.01,29-May-23,M-PESA,1132.36,1258.37
4189,2.51782E+11,Top-up,415.17,1-Feb-25,Bank Transfer,1258.37,1673.54
4190,2.51782E+11,Top-up,379.27,6-Jan-26,M-PESA,1673.54,2052.81
4191,2.51782E+11,Top-up,65.82,26-Mar-24,Cash,2052.81,2118.63
4192,2.51782E+11,Refund,30.93,17-Aug-25,M-PESA,2118.63,2149.56
4193,2.51782E+11,Top-up,487.67,23-Nov-25,M-PESA,2149.56,2637.23
4194,2.51782E+11,Top-up,321.97,21-Mar-24,Bank Transfer,2637.23,2959.2
4195,2.51782E+11,Refund,66.09,16-Nov-23,Cash,2959.2,3025.29
4196,2.51782E+11,Top-up,120.02,8-Jul-23,M-PESA,3025.29,3145.31
4197,2.51782E+11,Top-up,216.04,16-Oct-23,Cash,3145.31,3361.35
4198,2.51782E+11,Top-up,314.77,19-Dec-24,Bank Transfer,3361.35,3676.12
4199,2.51782E+11,Top-up,54.94,29-Aug-23,Cash,3676.12,3731.06
4200,2.51782E+11,Payment,26.73,29-Apr-25,M-PESA,3731.06,3704.33
4201,2.51782E+11,Top-up,449.7,27-Feb-25,Cash,3704.33,4154.03
4202,2.51782E+11,Top-up,400.95,18-Mar-24,Cash,4154.03,4554.98
4203,2.51782E+11,Top-up,399.41,29-Jan-25,Cash,4554.98,4954.39
4204,2.51782E+11,Top-up,136.02,31-Oct-24,Cash,4954.39,5090.41
4205,2.51782E+11,Top-up,386.1,29-Jan-24,M-PESA,5090.41,5476.51
4206,2.51782E+11,Monthly Bill,19.37,2-Jun-25,Cash,5476.51,5457.14
4207,2.51782E+11,Top-up,263.98,31-Mar-24,M-PESA,5457.14,5721.12
4208,2.51782E+11,Top-up,243.8,25-Jul-24,M-PESA,5721.12,5964.92
4209,2.51782E+11,Monthly Bill,44.1,3-Apr-24,Bank Transfer,5964.92,5920.82
4210,2.51782E+11,Top-up,481.85,7-Jun-23,Cash,5920.82,6402.67
4211,2.51782E+11,Top-up,195.27,20-May-25,Cash,6402.67,6597.94
4212,2.51782E+11,Top-up,260.56,16-Nov-25,M-PESA,6597.94,6858.5
4213,2.51782E+11,Top-up,315.92,8-Apr-25,M-PESA,6858.5,7174.42
4214,2.51782E+11,Top-up,498.14,12-Jul-24,Cash,7174.42,7672.56
4215,2.51782E+11,Top-up,323.18,27-Jun-24,Cash,7672.56,7995.74
4216,2.51782E+11,Refund,73.13,28-Apr-24,M-PESA,7995.74,8068.87
4217,2.51782E+11,Top-up,140.67,27-Dec-25,M-PESA,8068.87,8209.54
4218,2.51782E+11,Top-up,258.17,24-Dec-23,M-PESA,8209.54,8467.71
4219,2.51782E+11,Top-up,388.38,2-Oct-23,Cash,8467.71,8856.09
4220,2.51782E+11,Top-up,46.04,5-Feb-24,M-PESA,8856.09,8902.13
4221,2.51782E+11,Top-up,316.89,6-Jan-26,M-PESA,8902.13,9219.02
4222,2.51782E+11,Top-up,171.9,14-Apr-24,Cash,9219.02,9390.92
4223,2.51782E+11,Top-up,182.9,5-Aug-23,Cash,9390.92,9573.82
4224,2.51782E+11,Top-up,206.2,10-Aug-25,M-PESA,9573.82,9780.02
4225,2.51782E+11,Top-up,407.74,19-Sep-24,M-PESA,9780.02,10187.76
4226,2.51782E+11,Top-up,444.62,19-Mar-24,M-PESA,10187.76,10632.38
4227,2.51782E+11,Payment,66.86,3-Sep-25,Cash,10632.38,10565.52
4228,2.51782E+11,Top-up,316.79,4-May-24,Cash,10565.52,10882.31
4229,2.51782E+11,Top-up,150.35,4-Feb-25,Cash,10882.31,11032.66
4230,2.51791E+11,Top-up,313.57,7-Aug-25,M-PESA,120.68,434.25
4231,2.51791E+11,Payment,37.82,8-Aug-25,Cash,434.25,396.43
4232,2.51791E+11,Top-up,165.03,19-Dec-25,Cash,396.43,561.46
4233,2.51791E+11,Refund,83.17,9-Oct-25,Cash,561.46,644.63
4234,2.51791E+11,Top-up,214.53,5-Dec-25,Cash,644.63,859.16
4235,2.51791E+11,Top-up,131.82,10-Jan-26,M-PESA,859.16,990.98
4236,2.51791E+11,Top-up,144.97,14-Nov-25,Cash,990.98,1135.95
4237,2.51791E+11,Top-up,482.14,10-Sep-25,Cash,1135.95,1618.09
4238,2.51791E+11,Top-up,100.64,10-Dec-25,M-PESA,1618.09,1718.73
4239,2.51791E+11,Top-up,309.83,17-Sep-25,Cash,1718.73,2028.56
4240,2.51791E+11,Top-up,238.27,9-Oct-25,Cash,2028.56,2266.83
4241,2.51791E+11,Top-up,302.38,26-Oct-25,Cash,2266.83,2569.21
4242,2.51791E+11,Top-up,202.98,17-Dec-25,M-PESA,2569.21,2772.19
4243,2.51791E+11,Top-up,237.79,19-Nov-25,Bank Transfer,2772.19,3009.98
4244,2.51791E+11,Top-up,23.22,9-Sep-25,Cash,3009.98,3033.2
4245,2.51791E+11,Top-up,463.82,15-Nov-25,Cash,3033.2,3497.02
4246,2.51791E+11,Top-up,288.44,6-Aug-25,Cash,3497.02,3785.46
4247,2.51705E+11,Payment,67.07,21-Oct-25,M-PESA,218.85,285.92
4248,2.51705E+11,Monthly Bill,138.83,3-May-24,Cash,285.92,147.09
4249,2.51705E+11,Adjustment,9.07,24-Jun-24,Cash,147.09,138.02
4250,2.51705E+11,Monthly Bill,157.11,26-Nov-24,M-PESA,138.02,-19.09
4251,2.51705E+11,Payment,102.99,21-Oct-23,M-PESA,-19.09,83.9
4252,2.51705E+11,Monthly Bill,184.52,2-Jan-26,M-PESA,83.9,-100.62
4253,2.51705E+11,Payment,58.53,30-Dec-25,Cash,-100.62,-42.09
4254,2.51705E+11,Monthly Bill,169.43,22-Oct-25,M-PESA,-42.09,-211.52
4255,2.51705E+11,Payment,211.08,13-Feb-25,Bank Transfer,-211.52,-0.44
4256,2.51705E+11,Monthly Bill,244.17,20-Jan-24,Bank Transfer,-0.44,-244.61
4257,2.51705E+11,Payment,77.1,15-Jan-26,Bank Transfer,-244.61,-167.51
4258,2.51705E+11,Monthly Bill,120.36,13-Oct-23,Bank Transfer,-167.51,-287.87
4259,2.51705E+11,Adjustment,53.58,25-Dec-25,Bank Transfer,-287.87,-341.45
4260,2.51705E+11,Monthly Bill,229.49,8-Nov-24,M-PESA,-341.45,-570.94
4261,2.51705E+11,Payment,78.16,14-Jan-24,M-PESA,-570.94,-492.78
4262,2.51705E+11,Monthly Bill,198.89,21-Sep-25,Bank Transfer,-492.78,-691.67
4263,2.51705E+11,Payment,205.76,11-Apr-25,Bank Transfer,-691.67,-485.91
4264,2.51705E+11,Monthly Bill,50.69,8-Feb-24,M-PESA,-485.91,-536.6
4265,2.51705E+11,Payment,294.62,14-Nov-25,M-PESA,-536.6,-241.98
4266,2.51705E+11,Monthly Bill,279.88,22-Oct-24,Bank Transfer,-241.98,-521.86
4267,2.51705E+11,Payment,263.28,28-Oct-23,M-PESA,-521.86,-258.58
4268,2.51705E+11,Monthly Bill,176.12,16-Apr-24,M-PESA,-258.58,-434.7
4269,2.51705E+11,Payment,162.87,15-Dec-25,M-PESA,-434.7,-271.83
4270,2.51705E+11,Monthly Bill,123.72,27-Aug-25,M-PESA,-271.83,-395.55
4271,2.51705E+11,Payment,104.29,18-May-25,M-PESA,-395.55,-291.26
4272,2.51705E+11,Monthly Bill,119.23,14-Nov-23,Bank Transfer,-291.26,-410.49
4273,2.51705E+11,Payment,247.8,25-Apr-24,M-PESA,-410.49,-162.69
4274,2.51705E+11,Monthly Bill,259.25,28-Mar-25,Bank Transfer,-162.69,-421.94
4275,2.51705E+11,Payment,161.84,1-Jan-26,Bank Transfer,-421.94,-260.1
4276,2.51705E+11,Monthly Bill,233.36,27-Dec-23,M-PESA,-260.1,-493.46
4277,2.51705E+11,Payment,220.47,5-Dec-23,Cash,-493.46,-272.99
4278,2.51705E+11,Monthly Bill,250.72,12-Jun-24,Cash,-272.99,-523.71
4279,2.51705E+11,Payment,295.63,17-Mar-24,M-PESA,-523.71,-228.08
4280,2.51705E+11,Monthly Bill,67.38,18-Mar-24,M-PESA,-228.08,-295.46
4281,2.51705E+11,Payment,242.43,3-Apr-25,Bank Transfer,-295.46,-53.03
4282,2.51705E+11,Monthly Bill,242.7,19-Jul-24,M-PESA,-53.03,-295.73
4283,2.51719E+11,Top-up,15.09,3-Mar-25,M-PESA,459.54,474.63
4284,2.51719E+11,Monthly Bill,154.12,30-Nov-25,Cash,474.63,320.51
4285,2.51719E+11,Payment,53.98,23-Jul-24,M-PESA,320.51,374.49
4286,2.51719E+11,Monthly Bill,57.05,16-Sep-25,M-PESA,374.49,317.44
4287,2.51719E+11,Payment,271.59,5-Dec-25,M-PESA,317.44,589.03
4288,2.51719E+11,Monthly Bill,137.48,14-Oct-24,Cash,589.03,451.55
4289,2.51719E+11,Payment,138.98,6-Apr-25,M-PESA,451.55,590.53
4290,2.51719E+11,Monthly Bill,225.54,15-Aug-25,Cash,590.53,364.99
4291,2.51719E+11,Payment,66.95,20-Jul-24,Bank Transfer,364.99,431.94
4292,2.51719E+11,Monthly Bill,233.33,1-Feb-25,Bank Transfer,431.94,198.61
4293,2.51719E+11,Payment,75.41,26-Jul-24,Bank Transfer,198.61,274.02
4294,2.51719E+11,Monthly Bill,104.3,30-Sep-25,M-PESA,274.02,169.72
4295,2.51719E+11,Payment,297.9,7-Jul-25,Cash,169.72,467.62
4296,2.51719E+11,Monthly Bill,148.5,26-Jan-25,Cash,467.62,319.12
4297,2.51719E+11,Payment,228.4,19-Jun-25,M-PESA,319.12,547.52
4298,2.51719E+11,Monthly Bill,108.22,15-Aug-24,Bank Transfer,547.52,439.3
4299,2.51719E+11,Payment,286.17,25-Jul-24,Bank Transfer,439.3,725.47
4300,2.51719E+11,Monthly Bill,120.04,8-Sep-25,M-PESA,725.47,605.43
4301,2.51719E+11,Refund,33.36,23-Jan-26,Cash,605.43,638.79
4302,2.51719E+11,Monthly Bill,90.35,27-Jul-25,Cash,638.79,548.44
4303,2.51719E+11,Adjustment,47.92,29-Jul-24,M-PESA,548.44,500.52
4304,2.51719E+11,Monthly Bill,80.91,20-Sep-25,Bank Transfer,500.52,419.61
4305,2.51719E+11,Payment,181.21,10-Jan-26,Bank Transfer,419.61,600.82
4306,2.51719E+11,Monthly Bill,110.55,3-Jul-24,M-PESA,600.82,490.27
4307,2.51726E+11,Top-up,71.77,7-Nov-23,Cash,298.94,370.71
4308,2.51726E+11,Refund,5.7,13-Jul-23,M-PESA,370.71,376.41
4309,2.51726E+11,Top-up,418.94,4-Jan-26,M-PESA,376.41,795.35
4310,2.51726E+11,Top-up,270.84,11-Oct-23,Cash,795.35,1066.19
4311,2.51726E+11,Top-up,130.82,8-Sep-25,Cash,1066.19,1197.01
4312,2.51726E+11,Payment,17.11,13-Apr-25,M-PESA,1197.01,1179.9
4313,2.51726E+11,Top-up,291.51,2-Apr-24,Bank Transfer,1179.9,1471.41
4314,2.51726E+11,Adjustment,48.36,1-Jul-24,Bank Transfer,1471.41,1519.77
4315,2.51726E+11,Top-up,77.59,17-Oct-23,Cash,1519.77,1597.36
4316,2.51726E+11,Top-up,268.95,7-Oct-24,Cash,1597.36,1866.31
4317,2.51726E+11,Top-up,225.02,12-Jun-24,Cash,1866.31,2091.33
4318,2.51726E+11,Top-up,66.17,27-Dec-23,Cash,2091.33,2157.5
4319,2.51726E+11,Top-up,158.15,21-Dec-23,Cash,2157.5,2315.65
4320,2.51726E+11,Top-up,256.32,28-Apr-24,Cash,2315.65,2571.97
4321,2.51726E+11,Top-up,256.14,21-Mar-25,M-PESA,2571.97,2828.11
4322,2.51726E+11,Top-up,171.84,13-Aug-24,Cash,2828.11,2999.95
4323,2.51726E+11,Top-up,382.11,24-Jun-25,Cash,2999.95,3382.06
4324,2.5174E+11,Top-up,217.12,30-Dec-24,Cash,312.95,530.07
4325,2.5174E+11,Adjustment,15.89,5-Dec-25,Cash,530.07,545.96
4326,2.5174E+11,Adjustment,82.38,21-Dec-25,Bank Transfer,545.96,628.34
4327,2.5174E+11,Payment,93.58,5-Jul-25,M-PESA,628.34,534.76
4328,2.5174E+11,Top-up,35.88,6-Sep-25,Bank Transfer,534.76,570.64
4329,2.5174E+11,Top-up,126.21,4-Dec-25,Cash,570.64,696.85
4330,2.5174E+11,Top-up,411.1,10-Mar-25,Cash,696.85,1107.95
4331,2.5174E+11,Top-up,354.81,15-Feb-25,Cash,1107.95,1462.76
4332,2.5174E+11,Top-up,302.2,24-Feb-25,Cash,1462.76,1764.96
4333,2.5174E+11,Top-up,287.93,18-May-25,Cash,1764.96,2052.89
4334,2.5174E+11,Top-up,493.35,27-Apr-25,Cash,2052.89,2546.24
4335,2.5174E+11,Payment,100.3,22-Jan-25,Bank Transfer,2546.24,2445.94
4336,2.5174E+11,Top-up,133.63,13-Feb-25,Bank Transfer,2445.94,2579.57
4337,2.5174E+11,Top-up,188.74,1-Jan-26,Bank Transfer,2579.57,2768.31
4338,2.5174E+11,Top-up,152.16,8-Sep-25,Cash,2768.31,2920.47
4339,2.5174E+11,Top-up,270.36,22-Aug-25,Cash,2920.47,3190.83
4340,2.5174E+11,Top-up,178.75,1-Jan-26,Cash,3190.83,3369.58
4341,2.5174E+11,Top-up,478.62,8-Jul-25,M-PESA,3369.58,3848.2
4342,2.5174E+11,Top-up,470.98,4-Jan-25,Cash,3848.2,4319.18
4343,2.5174E+11,Top-up,118.26,5-Feb-25,Cash,4319.18,4437.44
4344,2.5174E+11,Top-up,98.59,1-Jul-25,Cash,4437.44,4536.03
4345,2.5174E+11,Adjustment,83.53,15-Mar-25,Bank Transfer,4536.03,4619.56
4346,2.5174E+11,Top-up,339.17,6-Feb-25,Cash,4619.56,4958.73
4347,2.5174E+11,Top-up,124.67,28-Dec-25,M-PESA,4958.73,5083.4
4348,2.5174E+11,Adjustment,36.19,28-Oct-25,M-PESA,5083.4,5119.59
4349,2.5174E+11,Top-up,111.52,18-Aug-25,Bank Transfer,5119.59,5231.11
4350,2.5174E+11,Top-up,297.04,2-Jan-25,M-PESA,5231.11,5528.15
4351,2.5174E+11,Top-up,158.52,14-Apr-25,Cash,5528.15,5686.67
4352,2.5174E+11,Payment,70.99,18-Feb-25,Cash,5686.67,5615.68
4353,2.5174E+11,Top-up,380.65,17-Feb-25,Cash,5615.68,5996.33
4354,2.5174E+11,Top-up,140.46,21-May-25,M-PESA,5996.33,6136.79
4355,2.5174E+11,Top-up,422.99,7-May-25,Cash,6136.79,6559.78
4356,2.5174E+11,Top-up,408.9,28-Jun-25,Cash,6559.78,6968.68
4357,2.5174E+11,Monthly Bill,15.89,23-Sep-25,Bank Transfer,6968.68,6952.79
4358,2.51743E+11,Top-up,298.83,23-Dec-25,Cash,261.7,560.53
4359,2.51743E+11,Top-up,313,24-Jan-25,M-PESA,560.53,873.53
4360,2.51743E+11,Top-up,267.52,9-Nov-24,Bank Transfer,873.53,1141.05
4361,2.51743E+11,Top-up,115.63,14-Oct-25,M-PESA,1141.05,1256.68
4362,2.51743E+11,Top-up,27.6,15-Feb-25,M-PESA,1256.68,1284.28
4363,2.51743E+11,Top-up,205.9,12-Feb-25,Bank Transfer,1284.28,1490.18
4364,2.51743E+11,Top-up,345.67,11-Sep-25,M-PESA,1490.18,1835.85
4365,2.51743E+11,Top-up,84.36,25-Apr-25,Cash,1835.85,1920.21
4366,2.51743E+11,Top-up,165.75,5-Jun-25,Bank Transfer,1920.21,2085.96
4367,2.51743E+11,Top-up,203.67,17-Nov-24,Bank Transfer,2085.96,2289.63
4368,2.51743E+11,Adjustment,32.66,1-Apr-24,Bank Transfer,2289.63,2322.29
4369,2.51743E+11,Top-up,486.72,1-Aug-24,M-PESA,2322.29,2809.01
4370,2.51743E+11,Top-up,333.81,26-Nov-25,Cash,2809.01,3142.82
4371,2.51743E+11,Top-up,378.03,11-Sep-25,Cash,3142.82,3520.85
4372,2.51743E+11,Adjustment,56.49,24-Aug-24,Cash,3520.85,3577.34
4373,2.51743E+11,Top-up,380.44,15-Nov-25,M-PESA,3577.34,3957.78
4374,2.51743E+11,Top-up,378.67,3-Nov-24,Cash,3957.78,4336.45
4375,2.51743E+11,Top-up,191.55,4-Apr-25,Cash,4336.45,4528
4376,2.51743E+11,Top-up,429.47,20-Sep-25,M-PESA,4528,4957.47
4377,2.51743E+11,Top-up,51.78,7-Jul-25,Cash,4957.47,5009.25
4378,2.51743E+11,Top-up,177.73,1-Jan-26,Cash,5009.25,5186.98
4379,2.51743E+11,Top-up,155.43,15-Feb-25,M-PESA,5186.98,5342.41
4380,2.51743E+11,Refund,30,3-Apr-24,Bank Transfer,5342.41,5372.41
4381,2.51743E+11,Top-up,308.45,29-Sep-25,Cash,5372.41,5680.86
4382,2.51743E+11,Monthly Bill,57.34,4-Jan-26,Cash,5680.86,5623.52
4383,2.51743E+11,Top-up,198.21,18-Jun-24,Bank Transfer,5623.52,5821.73
4384,2.51743E+11,Payment,79.4,4-Dec-24,Bank Transfer,5821.73,5742.33
4385,2.51743E+11,Top-up,449.65,22-Sep-25,Cash,5742.33,6191.98
4386,2.51743E+11,Top-up,35.87,1-Dec-24,Cash,6191.98,6227.85
4387,2.51743E+11,Top-up,270.66,29-Dec-24,Cash,6227.85,6498.51
4388,2.51743E+11,Top-up,38.59,20-Sep-25,Cash,6498.51,6537.1
4389,2.51743E+11,Top-up,357.79,5-Nov-24,Cash,6537.1,6894.89
4390,2.51743E+11,Top-up,140.8,25-Aug-24,Cash,6894.89,7035.69
4391,2.51743E+11,Top-up,381.33,13-Oct-24,Bank Transfer,7035.69,7417.02
4392,2.51743E+11,Top-up,485.81,29-Aug-24,M-PESA,7417.02,7902.83
4393,2.51743E+11,Refund,71.16,30-Jun-24,Cash,7902.83,7973.99
4394,2.51743E+11,Top-up,38.83,7-Nov-25,Cash,7973.99,8012.82
4395,2.51743E+11,Top-up,309,31-Jan-25,Cash,8012.82,8321.82
4396,2.51743E+11,Top-up,454.59,14-May-25,Cash,8321.82,8776.41
4397,2.51743E+11,Monthly Bill,36.82,13-Jan-26,Cash,8776.41,8739.59
4398,2.51743E+11,Top-up,211.09,21-Apr-25,Bank Transfer,8739.59,8950.68
4399,2.51743E+11,Top-up,288.3,25-Oct-24,Cash,8950.68,9238.98
4400,2.51743E+11,Top-up,26.38,20-Feb-24,Cash,9238.98,9265.36
4401,2.51743E+11,Top-up,158.32,18-Apr-25,Cash,9265.36,9423.68
4402,2.51753E+11,Top-up,17.67,15-Jun-23,Cash,476.22,493.89
4403,2.51753E+11,Top-up,421.12,11-Aug-23,Bank Transfer,493.89,915.01
4404,2.51753E+11,Top-up,219.06,20-Sep-23,M-PESA,915.01,1134.07
4405,2.51753E+11,Top-up,87.78,8-Jul-23,Cash,1134.07,1221.85
4406,2.51753E+11,Top-up,203.45,21-Jun-24,Bank Transfer,1221.85,1425.3
4407,2.51753E+11,Top-up,356.62,12-Oct-25,Bank Transfer,1425.3,1781.92
4408,2.51753E+11,Top-up,47.62,29-Oct-25,Cash,1781.92,1829.54
4409,2.51753E+11,Top-up,24.6,2-Mar-24,Cash,1829.54,1854.14
4410,2.51753E+11,Adjustment,59.98,13-Apr-24,Cash,1854.14,1914.12
4411,2.51753E+11,Top-up,341.04,18-Apr-24,Bank Transfer,1914.12,2255.16
4412,2.51753E+11,Top-up,387.44,25-May-25,Cash,2255.16,2642.6
4413,2.51753E+11,Top-up,271.18,7-Jun-23,Cash,2642.6,2913.78
4414,2.51753E+11,Top-up,112.43,27-Jan-26,M-PESA,2913.78,3026.21
4415,2.51753E+11,Monthly Bill,83.12,13-Dec-24,Cash,3026.21,2943.09
4416,2.51753E+11,Top-up,173.81,14-Aug-24,Cash,2943.09,3116.9
4417,2.51753E+11,Top-up,213.57,5-Jan-25,M-PESA,3116.9,3330.47
4418,2.51753E+11,Top-up,20.76,9-Aug-23,Cash,3330.47,3351.23
4419,2.51765E+11,Top-up,494.44,7-Oct-22,Bank Transfer,213.91,708.35
4420,2.51765E+11,Refund,60.86,30-Sep-25,M-PESA,708.35,769.21
4421,2.51765E+11,Top-up,450.48,5-Apr-25,Cash,769.21,1219.69
4422,2.51765E+11,Top-up,138.28,7-Nov-25,Cash,1219.69,1357.97
4423,2.51765E+11,Top-up,360.63,11-Jan-26,M-PESA,1357.97,1718.6
4424,2.51765E+11,Top-up,328.17,23-Jun-23,Cash,1718.6,2046.77
4425,2.51765E+11,Top-up,315.16,28-Jul-24,Bank Transfer,2046.77,2361.93
4426,2.51765E+11,Top-up,361.92,2-Jul-24,Bank Transfer,2361.93,2723.85
4427,2.51765E+11,Top-up,204.22,15-Dec-24,Bank Transfer,2723.85,2928.07
4428,2.51765E+11,Top-up,95.92,18-May-23,Cash,2928.07,3023.99
4429,2.51765E+11,Top-up,493.25,8-Oct-22,M-PESA,3023.99,3517.24
4430,2.51765E+11,Monthly Bill,86.04,19-Sep-22,Cash,3517.24,3431.2
4431,2.51765E+11,Top-up,490.3,30-Aug-23,Bank Transfer,3431.2,3921.5
4432,2.51765E+11,Top-up,152.36,14-Dec-23,Cash,3921.5,4073.86
4433,2.51765E+11,Adjustment,59,29-Jan-23,Cash,4073.86,4132.86
4434,2.51765E+11,Top-up,113.66,26-Nov-22,Cash,4132.86,4246.52
4435,2.51765E+11,Top-up,38.94,18-Jul-23,Bank Transfer,4246.52,4285.46
4436,2.51765E+11,Top-up,383.58,2-May-25,Cash,4285.46,4669.04
4437,2.51765E+11,Top-up,180.94,10-Jan-23,Cash,4669.04,4849.98
4438,2.51765E+11,Top-up,329.99,13-May-24,Cash,4849.98,5179.97
4439,2.51765E+11,Top-up,328.16,16-Sep-25,M-PESA,5179.97,5508.13
4440,2.51765E+11,Top-up,424.64,6-Sep-22,M-PESA,5508.13,5932.77
